Booking ID,Cancelled Rides by Customer Reason,Cancelled Rides by Driver Reason,Incomplete Ride Reason
BKG178736,,Personal & Car related issues,
BKG178741,,,Customer Demand
BKG178742,Wrong Address,,
BKG178743,,,Other Issue
BKG178745,,More than permitted people in there,
BKG178747,,,Vehicle Breakdown
BKG178749,,,Customer Demand
BKG178751,,,Vehicle Breakdown
BKG178753,,,Customer Demand
BKG178754,Driver asked to cancel,,
BKG178755,,More than permitted people in there,
BKG178759,Change of plans,,
BKG178761,AC is not working,,
BKG178762,,,Vehicle Breakdown
BKG178766,,Customer related issue,
BKG178768,,The customer was coughing/sick,
BKG178770,,,Customer Demand
BKG178771,,Personal & Car related issues,
BKG178772,,,Customer Demand
BKG178773,,,Customer Demand
BKG178774,Change of plans,,
BKG178775,,Customer related issue,
BKG178786,,Personal & Car related issues,
BKG178789,Change of plans,,
BKG178791,,Personal & Car related issues,
BKG178792,,,Other Issue
BKG178795,,More than permitted people in there,
BKG178796,,Customer related issue,
BKG178797,,Personal & Car related issues,
BKG178800,,More than permitted people in there,
BKG178802,AC is not working,,
BKG178805,,,Other Issue
BKG178808,Driver is not moving towards pickup location,,
BKG178810,,Personal & Car related issues,
BKG178811,Driver is not moving towards pickup location,,
BKG178815,Wrong Address,,
BKG178818,,Personal & Car related issues,
BKG178823,,,Customer Demand
BKG178825,,Customer related issue,
BKG178827,Change of plans,,
BKG178828,,Personal & Car related issues,
BKG178829,,The customer was coughing/sick,
BKG178838,,Customer related issue,
BKG178843,,Customer related issue,
BKG178846,,More than permitted people in there,
BKG178847,,,Other Issue
BKG178848,,Customer related issue,
BKG178852,,Personal & Car related issues,
BKG178854,,Personal & Car related issues,
BKG178856,,The customer was coughing/sick,
BKG178858,,,Vehicle Breakdown
BKG178859,,Personal & Car related issues,
BKG178861,,Personal & Car related issues,
BKG178865,,The customer was coughing/sick,
BKG178866,Driver asked to cancel,,
BKG178868,Wrong Address,,
BKG178871,,More than permitted people in there,
BKG178874,,Personal & Car related issues,
BKG178878,,,Vehicle Breakdown
BKG178879,,Personal & Car related issues,
BKG178881,,,Other Issue
BKG178886,,More than permitted people in there,
BKG178890,,Personal & Car related issues,
BKG178893,,,Customer Demand
BKG178895,,,Customer Demand
BKG178896,AC is not working,,
BKG178906,,Customer related issue,
BKG178909,,,Other Issue
BKG178910,,,Vehicle Breakdown
BKG178913,,Customer related issue,
BKG178914,Wrong Address,,
BKG178919,,Customer related issue,
BKG178920,,More than permitted people in there,
BKG178927,AC is not working,,
BKG178928,Change of plans,,
BKG178938,Driver is not moving towards pickup location,,
BKG178940,Wrong Address,,
BKG178941,,Customer related issue,
BKG178949,,,Vehicle Breakdown
BKG178952,Change of plans,,
BKG178958,Change of plans,,
BKG178959,,,Other Issue
BKG178961,,More than permitted people in there,
BKG178962,AC is not working,,
BKG178964,,,Vehicle Breakdown
BKG178967,Change of plans,,
BKG178968,,The customer was coughing/sick,
BKG178970,,,Customer Demand
BKG178971,,Personal & Car related issues,
BKG178972,,The customer was coughing/sick,
BKG178974,,More than permitted people in there,
BKG178976,,,Customer Demand
BKG178979,AC is not working,,
BKG178989,,,Customer Demand
BKG178992,,,Vehicle Breakdown
BKG178993,,Customer related issue,
BKG178994,,More than permitted people in there,
BKG179000,,Personal & Car related issues,
BKG179001,Change of plans,,
BKG179002,,Personal & Car related issues,
BKG179003,,,Vehicle Breakdown
BKG179005,,Customer related issue,
BKG179007,,More than permitted people in there,
BKG179011,,Personal & Car related issues,
BKG179016,,More than permitted people in there,
BKG179017,,Personal & Car related issues,
BKG179018,,,Customer Demand
BKG179021,,Personal & Car related issues,
BKG179022,,,Customer Demand
BKG179023,,Personal & Car related issues,
BKG179025,,,Other Issue
BKG179030,,,Vehicle Breakdown
BKG179033,,,Vehicle Breakdown
BKG179039,,,Vehicle Breakdown
BKG179041,,More than permitted people in there,
BKG179043,,The customer was coughing/sick,
BKG179044,,,Vehicle Breakdown
BKG179045,,More than permitted people in there,
BKG179047,,,Vehicle Breakdown
BKG179050,Driver is not moving towards pickup location,,
BKG179057,,,Other Issue
BKG179058,Change of plans,,
BKG179059,,,Customer Demand
BKG179061,,Customer related issue,
BKG179062,,Personal & Car related issues,
BKG179064,,,Other Issue
BKG179067,Driver asked to cancel,,
BKG179070,,More than permitted people in there,
BKG179074,,,Other Issue
BKG179076,,The customer was coughing/sick,
BKG179080,,,Customer Demand
BKG179081,,,Vehicle Breakdown
BKG179087,,The customer was coughing/sick,
BKG179090,,More than permitted people in there,
BKG179092,AC is not working,,
BKG179093,,More than permitted people in there,
BKG179095,Driver is not moving towards pickup location,,
BKG179097,,The customer was coughing/sick,
BKG179099,,Personal & Car related issues,
BKG179103,,,Customer Demand
BKG179104,,The customer was coughing/sick,
BKG179106,,The customer was coughing/sick,
BKG179107,,,Customer Demand
BKG179108,,The customer was coughing/sick,
BKG179109,,Customer related issue,
BKG179111,,Customer related issue,
BKG179112,,Personal & Car related issues,
BKG179115,,The customer was coughing/sick,
BKG179122,,Customer related issue,
BKG179125,,,Other Issue
BKG179129,,Personal & Car related issues,
BKG179133,,Personal & Car related issues,
BKG179134,Wrong Address,,
BKG179135,Driver is not moving towards pickup location,,
BKG179137,,The customer was coughing/sick,
BKG179138,,Personal & Car related issues,
BKG179148,AC is not working,,
BKG179149,,,Vehicle Breakdown
BKG179150,,,Other Issue
BKG179155,,Customer related issue,
BKG179157,,Personal & Car related issues,
BKG179159,,,Vehicle Breakdown
BKG179163,,The customer was coughing/sick,
BKG179167,Wrong Address,,
BKG179169,,The customer was coughing/sick,
BKG179170,,,Other Issue
BKG179172,,,Other Issue
BKG179183,,Personal & Car related issues,
BKG179185,,The customer was coughing/sick,
BKG179186,,,Other Issue
BKG179189,,,Other Issue
BKG179190,AC is not working,,
BKG179191,,Personal & Car related issues,
BKG179193,,,Other Issue
BKG179196,Wrong Address,,
BKG179197,,,Customer Demand
BKG179199,,The customer was coughing/sick,
BKG179201,Driver asked to cancel,,
BKG179206,,The customer was coughing/sick,
BKG179207,Driver asked to cancel,,
BKG179208,,,Customer Demand
BKG179215,,,Customer Demand
BKG179222,,More than permitted people in there,
BKG179223,,More than permitted people in there,
BKG179226,,,Other Issue
BKG179233,,,Other Issue
BKG179236,,,Other Issue
BKG179237,,The customer was coughing/sick,
BKG179239,,More than permitted people in there,
BKG179246,,Personal & Car related issues,
BKG179252,,,Customer Demand
BKG179254,,More than permitted people in there,
BKG179255,,The customer was coughing/sick,
BKG179256,,More than permitted people in there,
BKG179264,,Customer related issue,
BKG179266,,,Vehicle Breakdown
BKG179269,Driver is not moving towards pickup location,,
BKG179272,,The customer was coughing/sick,
BKG179273,,,Other Issue
BKG179278,,,Other Issue
BKG179279,,,Other Issue
BKG179280,AC is not working,,
BKG179281,,,Other Issue
BKG179283,Wrong Address,,
BKG179284,,,Other Issue
BKG179285,,The customer was coughing/sick,
BKG179286,,,Other Issue
BKG179292,,Personal & Car related issues,
BKG179293,,Personal & Car related issues,
BKG179295,,,Vehicle Breakdown
BKG179297,,The customer was coughing/sick,
BKG179298,,,Customer Demand
BKG179301,Change of plans,,
BKG179302,,,Customer Demand
BKG179304,,,Vehicle Breakdown
BKG179305,,More than permitted people in there,
BKG179307,,Personal & Car related issues,
BKG179314,Wrong Address,,
BKG179319,,The customer was coughing/sick,
BKG179320,,,Vehicle Breakdown
BKG179323,,More than permitted people in there,
BKG179328,,Personal & Car related issues,
BKG179330,,More than permitted people in there,
BKG179333,,The customer was coughing/sick,
BKG179338,,,Vehicle Breakdown
BKG179340,,,Other Issue
BKG179343,,Personal & Car related issues,
BKG179346,,Personal & Car related issues,
BKG179354,,,Customer Demand
BKG179355,,Personal & Car related issues,
BKG179356,,Customer related issue,
BKG179358,,,Customer Demand
BKG179360,,More than permitted people in there,
BKG179364,,The customer was coughing/sick,
BKG179368,Change of plans,,
BKG179377,Driver is not moving towards pickup location,,
BKG179378,,,Other Issue
BKG179384,Change of plans,,
BKG179389,,More than permitted people in there,
BKG179392,,Customer related issue,
BKG179393,Driver is not moving towards pickup location,,
BKG179397,Change of plans,,
BKG179398,AC is not working,,
BKG179404,,More than permitted people in there,
BKG179406,,,Vehicle Breakdown
BKG179407,,,Vehicle Breakdown
BKG179409,,The customer was coughing/sick,
BKG179413,,,Customer Demand
BKG179416,,,Vehicle Breakdown
BKG179418,,Customer related issue,
BKG179423,,The customer was coughing/sick,
BKG179425,,More than permitted people in there,
BKG179429,,,Customer Demand
BKG179431,,More than permitted people in there,
BKG179432,,,Other Issue
BKG179436,,,Other Issue
BKG179438,AC is not working,,
BKG179439,,,Other Issue
BKG179442,,Customer related issue,
BKG179443,Driver is not moving towards pickup location,,
BKG179445,AC is not working,,
BKG179446,,,Vehicle Breakdown
BKG179450,,Personal & Car related issues,
BKG179454,,The customer was coughing/sick,
BKG179455,,,Vehicle Breakdown
BKG179458,,Customer related issue,
BKG179459,,Personal & Car related issues,
BKG179463,Driver is not moving towards pickup location,,
BKG179467,,The customer was coughing/sick,
BKG179470,Driver is not moving towards pickup location,,
BKG179471,,,Customer Demand
BKG179476,,Customer related issue,
BKG179478,Wrong Address,,
BKG179483,,More than permitted people in there,
BKG179485,,More than permitted people in there,
BKG179487,,More than permitted people in there,
BKG179489,,Customer related issue,
BKG179490,,Personal & Car related issues,
BKG179491,,,Vehicle Breakdown
BKG179493,AC is not working,,
BKG179494,,Customer related issue,
BKG179497,Wrong Address,,
BKG179502,,,Other Issue
BKG179503,,The customer was coughing/sick,
BKG179506,,,Customer Demand
BKG179507,,More than permitted people in there,
BKG179508,,Customer related issue,
BKG179512,,,Customer Demand
BKG179514,Driver is not moving towards pickup location,,
BKG179516,,The customer was coughing/sick,
BKG179517,,The customer was coughing/sick,
BKG179518,,More than permitted people in there,
BKG179523,,Personal & Car related issues,
BKG179524,,The customer was coughing/sick,
BKG179525,,,Other Issue
BKG179528,,,Vehicle Breakdown
BKG179531,,Customer related issue,
BKG179534,,Customer related issue,
BKG179535,,,Vehicle Breakdown
BKG179536,,,Vehicle Breakdown
BKG179538,Driver asked to cancel,,
BKG179540,AC is not working,,
BKG179541,,Personal & Car related issues,
BKG179544,,Personal & Car related issues,
BKG179545,,Customer related issue,
BKG179546,,More than permitted people in there,
BKG179550,,,Vehicle Breakdown
BKG179553,,Customer related issue,
BKG179554,,,Other Issue
BKG179555,,,Customer Demand
BKG179558,,Customer related issue,
BKG179559,,,Customer Demand
BKG179561,,,Other Issue
BKG179562,,The customer was coughing/sick,
BKG179573,AC is not working,,
BKG179575,,Personal & Car related issues,
BKG179576,,,Customer Demand
BKG179579,,More than permitted people in there,
BKG179581,,The customer was coughing/sick,
BKG179584,,,Vehicle Breakdown
BKG179592,,More than permitted people in there,
BKG179598,,,Other Issue
BKG179601,,More than permitted people in there,
BKG179604,,Customer related issue,
BKG179607,,Customer related issue,
BKG179610,Wrong Address,,
BKG179611,,The customer was coughing/sick,
BKG179612,,The customer was coughing/sick,
BKG179621,,,Customer Demand
BKG179624,,,Vehicle Breakdown
BKG179625,,,Vehicle Breakdown
BKG179632,,Customer related issue,
BKG179636,,,Other Issue
BKG179637,,The customer was coughing/sick,
BKG179638,,The customer was coughing/sick,
BKG179639,AC is not working,,
BKG179640,,,Other Issue
BKG179641,Wrong Address,,
BKG179642,Driver is not moving towards pickup location,,
BKG179645,,The customer was coughing/sick,
BKG179648,,More than permitted people in there,
BKG179657,,More than permitted people in there,
BKG179659,,Personal & Car related issues,
BKG179660,,,Other Issue
BKG179663,,Customer related issue,
BKG179664,AC is not working,,
BKG179667,,More than permitted people in there,
BKG179671,,The customer was coughing/sick,
BKG179677,Wrong Address,,
BKG179681,,Personal & Car related issues,
BKG179682,,Personal & Car related issues,
BKG179684,,More than permitted people in there,
BKG179686,,,Vehicle Breakdown
BKG179689,,More than permitted people in there,
BKG179691,,,Customer Demand
BKG179692,,Personal & Car related issues,
BKG179693,,,Vehicle Breakdown
BKG179698,,,Other Issue
BKG179705,,Customer related issue,
BKG179712,,,Other Issue
BKG179717,,Customer related issue,
BKG179721,,,Customer Demand
BKG179727,,The customer was coughing/sick,
BKG179729,,Personal & Car related issues,
BKG179730,,More than permitted people in there,
BKG179732,,,Vehicle Breakdown
BKG179740,Wrong Address,,
BKG179741,,,Vehicle Breakdown
BKG179743,,,Other Issue
BKG179746,,More than permitted people in there,
BKG179749,,More than permitted people in there,
BKG179750,,Customer related issue,
BKG179752,,,Customer Demand
BKG179753,,Personal & Car related issues,
BKG179754,,,Other Issue
BKG179756,Driver is not moving towards pickup location,,
BKG179758,,The customer was coughing/sick,
BKG179759,,Customer related issue,
BKG179765,,,Customer Demand
BKG179766,,,Customer Demand
BKG179769,,,Vehicle Breakdown
BKG179770,,Personal & Car related issues,
BKG179771,,Personal & Car related issues,
BKG179774,,,Customer Demand
BKG179776,,Customer related issue,
BKG179779,,,Other Issue
BKG179781,,,Other Issue
BKG179782,,Personal & Car related issues,
BKG179785,,,Vehicle Breakdown
BKG179788,,,Other Issue
BKG179792,,The customer was coughing/sick,
BKG179793,AC is not working,,
BKG179794,,Customer related issue,
BKG179801,,More than permitted people in there,
BKG179803,AC is not working,,
BKG179804,,Customer related issue,
BKG179805,,,Other Issue
BKG179806,,Personal & Car related issues,
BKG179808,Wrong Address,,
BKG179810,,Customer related issue,
BKG179812,,Personal & Car related issues,
BKG179817,Driver is not moving towards pickup location,,
BKG179820,,,Other Issue
BKG179823,Wrong Address,,
BKG179827,,Customer related issue,
BKG179828,,Customer related issue,
BKG179829,,The customer was coughing/sick,
BKG179830,,Customer related issue,
BKG179832,Wrong Address,,
BKG179833,,Personal & Car related issues,
BKG179837,,,Vehicle Breakdown
BKG179841,,,Customer Demand
BKG179844,AC is not working,,
BKG179846,,Personal & Car related issues,
BKG179849,,,Customer Demand
BKG179851,Change of plans,,
BKG179852,,Customer related issue,
BKG179853,,,Vehicle Breakdown
BKG179855,Wrong Address,,
BKG179857,,The customer was coughing/sick,
BKG179859,,,Customer Demand
BKG179860,,Personal & Car related issues,
BKG179861,,,Other Issue
BKG179863,,,Vehicle Breakdown
